step,val_loss,epoch,train_loss
49,1.3941302299499512,0,
49,,0,1.496485710144043
99,1.2316960096359253,1,
99,,1,1.2989846467971802
149,1.1948920488357544,2,
149,,2,1.2194771766662598
199,1.1135213375091553,3,
199,,3,1.1841511726379395
249,1.164711594581604,4,
249,,4,1.1701231002807617
299,1.1203137636184692,5,
299,,5,1.131553292274475
349,1.0696688890457153,6,
349,,6,1.1269164085388184
399,1.0849312543869019,7,
399,,7,1.1036725044250488
449,1.043691873550415,8,
449,,8,1.09591805934906
499,1.0475307703018188,9,
499,,9,1.0922764539718628
549,0.9861863851547241,10,
549,,10,1.0539709329605103
599,0.9827956557273865,11,
599,,11,1.0588313341140747
649,0.9860164523124695,12,
649,,12,1.0439854860305786
699,0.9637176394462585,13,
699,,13,1.0331149101257324
749,0.9502366781234741,14,
749,,14,1.0599384307861328
799,0.9868080019950867,15,
799,,15,1.0449414253234863
849,0.9152138829231262,16,
849,,16,1.0272588729858398
899,0.9160805940628052,17,
899,,17,1.044320821762085
949,0.9535099267959595,18,
949,,18,1.0250293016433716
999,0.9268169403076172,19,
999,,19,1.0331963300704956
1049,0.9355100393295288,20,
1049,,20,1.0011307001113892
1099,0.9043022394180298,21,
1099,,21,1.0324417352676392
1149,0.9244132041931152,22,
1149,,22,0.9891881346702576
1199,0.921064555644989,23,
1199,,23,1.0280094146728516
1249,0.8727290630340576,24,
1249,,24,1.0049278736114502
1299,0.8843632936477661,25,
1299,,25,1.013892412185669
1349,0.8463168144226074,26,
1349,,26,0.979086697101593
1399,0.8462968468666077,27,
1399,,27,0.964817225933075
1449,0.8527540564537048,28,
1449,,28,1.001633644104004
1499,0.8758276700973511,29,
1499,,29,0.9789090156555176
