step,val_loss,epoch,train_loss
49,1.0832892656326294,0,
49,,0,1.8385523557662964
99,1.0815156698226929,1,
99,,1,1.526187777519226
149,0.8311058282852173,2,
149,,2,1.155308723449707
199,0.8243227601051331,3,
199,,3,1.1345175504684448
249,0.7578115463256836,4,
249,,4,1.1635748147964478
299,0.8626119494438171,5,
299,,5,1.067366361618042
349,0.9771518111228943,6,
349,,6,1.1990052461624146
399,0.9151051044464111,7,
399,,7,1.0984803438186646
449,0.9628965258598328,8,
449,,8,0.9889354705810547
499,0.7737389802932739,9,
499,,9,0.9713776111602783
549,0.8211643695831299,10,
549,,10,1.0844810009002686
599,0.8488631844520569,11,
599,,11,1.1137826442718506
649,1.1673346757888794,12,
649,,12,1.0006345510482788
699,0.9883113503456116,13,
699,,13,0.9873663187026978
749,0.958143413066864,14,
749,,14,1.0731980800628662
799,1.1253498792648315,15,
799,,15,1.03941011428833
849,0.749845027923584,16,
849,,16,0.9564149379730225
899,1.13192880153656,17,
899,,17,1.0556702613830566
949,1.1774821281433105,18,
949,,18,1.0947251319885254
999,1.245619773864746,19,
999,,19,0.9174962043762207
1049,0.9072728753089905,20,
1049,,20,0.9755867123603821
1099,0.8322356343269348,21,
1099,,21,0.981956958770752
1149,0.8885862231254578,22,
1149,,22,0.920311450958252
1199,0.8878232836723328,23,
1199,,23,1.0606993436813354
1249,1.0977091789245605,24,
1249,,24,0.8950209617614746
1299,1.849266767501831,25,
1299,,25,0.8348358869552612
1349,0.8961028456687927,26,
1349,,26,0.9744526743888855
1399,1.1042929887771606,27,
1399,,27,0.8139294981956482
1449,0.9030954241752625,28,
1449,,28,0.991616427898407
1499,0.9929974675178528,29,
1499,,29,0.8091058135032654
