step,val_loss,epoch,train_loss
49,1.0673693418502808,0,
49,,0,1.2501282691955566
99,0.9889336228370667,1,
99,,1,1.0243265628814697
149,0.9438443183898926,2,
149,,2,0.9781058430671692
199,0.9580596089363098,3,
199,,3,0.9879987239837646
249,0.9464156627655029,4,
249,,4,0.9792191386222839
299,0.7729406952857971,5,
299,,5,0.9582653045654297
349,0.8743298649787903,6,
349,,6,0.950080394744873
399,0.8641389608383179,7,
399,,7,0.9533278942108154
449,1.8234201669692993,8,
449,,8,0.9622246026992798
499,0.7729216814041138,9,
499,,9,0.9139541387557983
549,0.8062410354614258,10,
549,,10,0.9050560593605042
599,0.9000332951545715,11,
599,,11,0.9223461747169495
649,0.8732424378395081,12,
649,,12,0.9573739767074585
699,0.9956107139587402,13,
699,,13,0.9191123247146606
749,0.7386468052864075,14,
749,,14,0.9212499856948853
799,0.7291216850280762,15,
799,,15,0.8535804152488708
849,0.8143244385719299,16,
849,,16,0.8606199622154236
899,0.9810387492179871,17,
899,,17,0.9317179322242737
949,0.6593641638755798,18,
949,,18,0.9134190082550049
999,1.1915305852890015,19,
999,,19,0.8848860263824463
1049,0.6974006295204163,20,
1049,,20,0.8722834587097168
1099,0.7462456226348877,21,
1099,,21,0.8462445139884949
1149,0.9318450093269348,22,
1149,,22,0.9659320712089539
1199,0.7903762459754944,23,
1199,,23,0.8460138440132141
1249,1.1695395708084106,24,
1249,,24,0.8996641635894775
1299,0.8746770024299622,25,
1299,,25,0.8483871221542358
1349,0.7063552141189575,26,
1349,,26,0.8307576775550842
1399,0.7792989611625671,27,
1399,,27,0.833453357219696
1449,0.6823455691337585,28,
1449,,28,0.8065638542175293
1499,0.7129340171813965,29,
1499,,29,0.8070471286773682
