step,val_loss,epoch,train_loss
49,0.40925684571266174,0,
49,,0,1.5450468063354492
99,0.255577951669693,1,
99,,1,1.3686854839324951
149,0.18522004783153534,2,
149,,2,1.2920951843261719
199,0.09654995054006577,3,
199,,3,1.2355844974517822
249,0.04619956016540527,4,
249,,4,1.1804083585739136
299,0.00974741019308567,5,
299,,5,1.1519451141357422
349,0.004341155290603638,6,
349,,6,1.1308844089508057
399,-0.015551626682281494,7,
399,,7,1.1197028160095215
449,-0.011853390373289585,8,
449,,8,1.1396268606185913
499,7.035220278339693e-06,9,
499,,9,1.1226621866226196
549,-0.040163539350032806,10,
549,,10,1.103437900543213
599,-0.06406071782112122,11,
599,,11,1.0612735748291016
649,-0.0517302006483078,12,
649,,12,1.0885119438171387
699,-0.0174296572804451,13,
699,,13,1.0860700607299805
749,-0.052910104393959045,14,
749,,14,1.0524241924285889
799,-0.06839904189109802,15,
799,,15,1.0590906143188477
849,-0.045223336666822433,16,
849,,16,1.0409729480743408
899,-0.059150561690330505,17,
899,,17,1.0310969352722168
949,-0.05782473459839821,18,
949,,18,1.0495635271072388
999,-0.06506945937871933,19,
999,,19,1.0252017974853516
1049,-0.08743871003389359,20,
1049,,20,1.022007942199707
1099,-0.10027612745761871,21,
1099,,21,1.007075309753418
1149,-0.061286307871341705,22,
1149,,22,1.04044771194458
1199,-0.06607425212860107,23,
1199,,23,1.0051085948944092
1249,-0.05590193718671799,24,
1249,,24,1.0363415479660034
1299,-0.11921876668930054,25,
1299,,25,0.9927179217338562
1349,-0.09577642381191254,26,
1349,,26,1.0064244270324707
1399,-0.10804184526205063,27,
1399,,27,1.008767008781433
1449,-0.11204995959997177,28,
1449,,28,0.9680638909339905
1499,-0.15076914429664612,29,
1499,,29,0.9746613502502441
