step,val_loss,epoch,train_loss
49,1.580504059791565,0,
49,,0,2.1229360103607178
99,2.0498437881469727,1,
99,,1,1.2547430992126465
149,1.0525254011154175,2,
149,,2,1.2355976104736328
199,1.2956699132919312,3,
199,,3,1.1691005229949951
249,1.6799169778823853,4,
249,,4,1.1021374464035034
299,1.5459131002426147,5,
299,,5,1.1921111345291138
349,1.3208413124084473,6,
349,,6,1.1066020727157593
399,0.8322434425354004,7,
399,,7,1.0331274271011353
449,1.0383691787719727,8,
449,,8,1.0826610326766968
499,1.3063485622406006,9,
499,,9,1.0960792303085327
549,1.0882363319396973,10,
549,,10,1.0753672122955322
599,1.9638527631759644,11,
599,,11,1.0674655437469482
649,0.9579104781150818,12,
649,,12,1.1141080856323242
699,1.094644546508789,13,
699,,13,0.949684202671051
749,1.0027352571487427,14,
749,,14,0.9714680314064026
799,1.3284391164779663,15,
799,,15,0.9870716333389282
849,0.7908749580383301,16,
849,,16,0.9203553795814514
899,1.2202820777893066,17,
899,,17,1.1582832336425781
949,1.5311694145202637,18,
949,,18,1.005672812461853
999,0.8392505645751953,19,
999,,19,0.9949767589569092
1049,0.8270236253738403,20,
1049,,20,0.9301417469978333
1099,0.949631929397583,21,
1099,,21,1.0506260395050049
1149,0.9728370904922485,22,
1149,,22,1.01316237449646
1199,1.4737904071807861,23,
1199,,23,0.9169104695320129
1249,0.8793053030967712,24,
1249,,24,1.0019159317016602
1299,1.2462162971496582,25,
1299,,25,0.9238066673278809
1349,1.0196200609207153,26,
1349,,26,1.0202745199203491
1399,1.6692866086959839,27,
1399,,27,0.9339263439178467
1449,0.9047234058380127,28,
1449,,28,0.9334918856620789
1499,0.8487678170204163,29,
1499,,29,0.953568696975708
