step,val_loss,epoch,train_loss
49,1.0938749313354492,0,
49,,0,1.5082979202270508
99,1.009644627571106,1,
99,,1,1.3011358976364136
149,1.051212191581726,2,
149,,2,1.2348936796188354
199,0.9620283246040344,3,
199,,3,1.1719410419464111
249,0.9274984002113342,4,
249,,4,1.1584312915802002
299,0.9121552109718323,5,
299,,5,1.1391834020614624
349,0.9364229440689087,6,
349,,6,1.1184383630752563
399,0.8809205889701843,7,
399,,7,1.0929534435272217
449,0.9127756357192993,8,
449,,8,1.082118272781372
499,0.8856300115585327,9,
499,,9,1.0788674354553223
549,0.8714359998703003,10,
549,,10,1.073286771774292
599,0.8610074520111084,11,
599,,11,1.0605489015579224
649,0.8353610038757324,12,
649,,12,1.056494951248169
699,0.8418444991111755,13,
699,,13,1.0591967105865479
749,0.8823164701461792,14,
749,,14,1.04124915599823
799,0.8597087860107422,15,
799,,15,1.0623044967651367
849,0.8359314799308777,16,
849,,16,1.0298939943313599
899,0.8699855208396912,17,
899,,17,1.047563910484314
949,0.8184137940406799,18,
949,,18,1.0076614618301392
999,0.838318407535553,19,
999,,19,1.019000768661499
1049,0.7892941832542419,20,
1049,,20,0.9933040738105774
1099,0.8154014945030212,21,
1099,,21,0.9835455417633057
1149,0.8066558241844177,22,
1149,,22,0.9975691437721252
1199,0.7997161746025085,23,
1199,,23,1.0370410680770874
1249,0.7966135740280151,24,
1249,,24,0.9546660780906677
1299,0.7807211875915527,25,
1299,,25,0.9964069128036499
1349,0.7935067415237427,26,
1349,,26,1.0070632696151733
1399,0.8000871539115906,27,
1399,,27,0.9768713116645813
1449,0.8034490346908569,28,
1449,,28,0.9907751679420471
1499,0.8133615255355835,29,
1499,,29,1.0145171880722046
