step,val_loss,epoch,train_loss
49,0.8206414580345154,0,
49,,0,1.2177233695983887
99,0.7896439433097839,1,
99,,1,1.0418906211853027
149,0.7530815005302429,2,
149,,2,1.0034034252166748
199,0.8005664944648743,3,
199,,3,1.0110538005828857
249,0.8014246821403503,4,
249,,4,0.9773090481758118
299,0.7265560030937195,5,
299,,5,0.9427796006202698
349,0.7790787816047668,6,
349,,6,0.9246660470962524
399,0.7972397804260254,7,
399,,7,0.9452436566352844
449,0.7225626111030579,8,
449,,8,0.9542306661605835
499,0.7463899254798889,9,
499,,9,1.0313293933868408
549,0.6934601664543152,10,
549,,10,0.9962013959884644
599,0.7476367354393005,11,
599,,11,0.930428147315979
649,0.7406737804412842,12,
649,,12,0.8862965106964111
699,0.7653471231460571,13,
699,,13,0.9976196885108948
749,0.7273193001747131,14,
749,,14,0.8933479189872742
799,0.7289499044418335,15,
799,,15,0.8563085794448853
849,0.7780746817588806,16,
849,,16,0.8791458010673523
899,0.7857036590576172,17,
899,,17,0.8798327445983887
949,0.7080594301223755,18,
949,,18,0.8796948790550232
999,0.7456998825073242,19,
999,,19,0.8406627774238586
1049,0.8027136325836182,20,
1049,,20,0.8079413771629333
1099,0.708672821521759,21,
1099,,21,0.8665969967842102
1149,0.7658720016479492,22,
1149,,22,0.8667822480201721
1199,0.7514162659645081,23,
1199,,23,0.805575430393219
1249,0.7364228963851929,24,
1249,,24,0.7606800198554993
1299,0.7786682844161987,25,
1299,,25,0.8071837425231934
1349,0.7198253870010376,26,
1349,,26,0.9299306273460388
1399,0.9838709235191345,27,
1399,,27,0.8365849256515503
1449,0.7997521162033081,28,
1449,,28,0.8507553339004517
1499,0.7715569138526917,29,
1499,,29,0.7785336375236511
