step,val_loss,epoch,train_loss
49,0.0023275045678019524,0,
49,,0,1.277100920677185
99,0.043977946043014526,1,
99,,1,1.1377103328704834
149,-0.029205936938524246,2,
149,,2,1.0551475286483765
199,-0.14813707768917084,3,
199,,3,1.0185033082962036
249,-0.13965414464473724,4,
249,,4,0.997982382774353
299,-0.10748682171106339,5,
299,,5,0.9875840544700623
349,-0.19428469240665436,6,
349,,6,0.9758893847465515
399,-0.15451225638389587,7,
399,,7,1.0206934213638306
449,-0.2772679030895233,8,
449,,8,0.9354873895645142
499,-0.16430436074733734,9,
499,,9,0.911510705947876
549,-0.25906041264533997,10,
549,,10,0.9253117442131042
599,-0.20565377175807953,11,
599,,11,0.9518911838531494
649,-0.2302735447883606,12,
649,,12,0.9230943918228149
699,-0.31639614701271057,13,
699,,13,0.8833146095275879
749,-0.2906765341758728,14,
749,,14,0.8906230926513672
799,-0.3378189504146576,15,
799,,15,0.9382880330085754
849,-0.31772780418395996,16,
849,,16,0.8791934251785278
899,-0.34795239567756653,17,
899,,17,0.8656253218650818
949,-0.3171493411064148,18,
949,,18,0.862114667892456
999,-0.28067052364349365,19,
999,,19,0.9117350578308105
1049,-0.3530726730823517,20,
1049,,20,0.8344660997390747
1099,-0.3185375928878784,21,
1099,,21,0.8520657420158386
1149,-0.40103352069854736,22,
1149,,22,0.8575894832611084
1199,-0.41716623306274414,23,
1199,,23,0.8606244921684265
1249,-0.32967907190322876,24,
1249,,24,0.820004940032959
1299,-0.37319138646125793,25,
1299,,25,0.8684945702552795
1349,-0.4471251666545868,26,
1349,,26,0.8302426934242249
1399,-0.4037545919418335,27,
1399,,27,0.8663454651832581
1449,-0.42673468589782715,28,
1449,,28,0.833556056022644
1499,-0.4074285924434662,29,
1499,,29,0.8644681572914124
