step,val_loss,epoch,train_loss
49,0.27271488308906555,0,
49,,0,1.459556221961975
99,0.11783920228481293,1,
99,,1,1.2632955312728882
149,0.041730888187885284,2,
149,,2,1.2095847129821777
199,-0.02328340895473957,3,
199,,3,1.1424014568328857
249,-0.016223249956965446,4,
249,,4,1.112070083618164
299,-0.001991321798413992,5,
299,,5,1.1041806936264038
349,-0.08373962342739105,6,
349,,6,1.0420782566070557
399,-0.06101007014513016,7,
399,,7,1.0693714618682861
449,-0.06996449083089828,8,
449,,8,1.0335315465927124
499,-0.06946280598640442,9,
499,,9,1.0484898090362549
549,-0.08125803619623184,10,
549,,10,1.0401999950408936
599,-0.0577574260532856,11,
599,,11,1.046931505203247
649,-0.06436043232679367,12,
649,,12,1.0186117887496948
699,-0.10759015381336212,13,
699,,13,1.0084004402160645
749,-0.10495226830244064,14,
749,,14,0.9767369627952576
799,-0.11956185102462769,15,
799,,15,0.988940417766571
849,-0.11592379957437515,16,
849,,16,1.0169994831085205
899,-0.11023268848657608,17,
899,,17,0.9857760667800903
949,-0.12857741117477417,18,
949,,18,0.9578614830970764
999,-0.10445906221866608,19,
999,,19,0.984200656414032
1049,-0.16064977645874023,20,
1049,,20,0.9315795302391052
1099,-0.09763206541538239,21,
1099,,21,0.9987185597419739
1149,-0.18247826397418976,22,
1149,,22,0.9559527635574341
1199,-0.06124923378229141,23,
1199,,23,0.9824055433273315
1249,-0.14106851816177368,24,
1249,,24,0.9416916370391846
1299,-0.13157886266708374,25,
1299,,25,0.9893105030059814
1349,-0.14620839059352875,26,
1349,,26,0.9879637956619263
1399,-0.1738770753145218,27,
1399,,27,0.9260232448577881
1449,-0.13479578495025635,28,
1449,,28,0.9533975124359131
1499,-0.14007754623889923,29,
1499,,29,0.943869411945343
