step,val_loss,epoch,train_loss
49,-0.19745324552059174,0,
49,,0,1.2524442672729492
99,-0.2252352386713028,1,
99,,1,1.015133023262024
149,-0.2250925898551941,2,
149,,2,0.9957737922668457
199,0.15578585863113403,3,
199,,3,1.0140130519866943
249,-0.24884632229804993,4,
249,,4,0.9892615675926208
299,-0.16451913118362427,5,
299,,5,0.9504138827323914
349,-0.33061739802360535,6,
349,,6,0.8790206909179688
399,-0.27127721905708313,7,
399,,7,0.8993881940841675
449,-0.3583252727985382,8,
449,,8,0.8855342864990234
499,0.6932284235954285,9,
499,,9,0.9167483448982239
549,-0.21305041015148163,10,
549,,10,1.0425053834915161
599,-0.30920249223709106,11,
599,,11,0.8862292766571045
649,-0.22894451022148132,12,
649,,12,1.0488934516906738
699,-0.28630530834198,13,
699,,13,0.8780184984207153
749,-0.41617995500564575,14,
749,,14,0.8495345115661621
799,-0.3785938322544098,15,
799,,15,0.9951145052909851
849,-0.41757166385650635,16,
849,,16,0.931638240814209
899,-0.3761521577835083,17,
899,,17,0.8913411498069763
949,-0.4011695384979248,18,
949,,18,0.8520877361297607
999,-0.38327834010124207,19,
999,,19,0.9175736308097839
1049,-0.45492926239967346,20,
1049,,20,0.8374355435371399
1099,-0.27764004468917847,21,
1099,,21,0.986500084400177
1149,-0.4140748679637909,22,
1149,,22,0.8190500736236572
1199,-0.41075196862220764,23,
1199,,23,0.8371051549911499
1249,-0.3576425313949585,24,
1249,,24,0.914080023765564
1299,-0.21964973211288452,25,
1299,,25,0.8979608416557312
1349,-0.3413773775100708,26,
1349,,26,0.9247323870658875
1399,-0.3396701216697693,27,
1399,,27,0.8136169910430908
1449,0.2277768850326538,28,
1449,,28,0.8586264252662659
1499,-0.19870556890964508,29,
1499,,29,0.7899308800697327
