step,val_loss,epoch,train_loss
49,2.7201988697052,0,
49,,0,2.529229164123535
99,1.4924867153167725,1,
99,,1,1.6550854444503784
149,2.114377737045288,2,
149,,2,1.3955798149108887
199,1.5884064435958862,3,
199,,3,1.2935177087783813
249,1.3349089622497559,4,
249,,4,1.3251603841781616
299,1.4371427297592163,5,
299,,5,1.2277331352233887
349,1.2566771507263184,6,
349,,6,1.2524363994598389
399,1.0149375200271606,7,
399,,7,1.1067670583724976
449,1.0352678298950195,8,
449,,8,1.2379848957061768
499,2.9149022102355957,9,
499,,9,1.0660227537155151
549,1.2739101648330688,10,
549,,10,1.149514079093933
599,1.1125426292419434,11,
599,,11,1.1666839122772217
649,0.9951539635658264,12,
649,,12,1.1762410402297974
699,1.0827696323394775,13,
699,,13,1.1576584577560425
749,0.9255723357200623,14,
749,,14,1.0945863723754883
799,0.9535695314407349,15,
799,,15,1.0769774913787842
849,1.0873572826385498,16,
849,,16,1.2032670974731445
899,1.6692233085632324,17,
899,,17,1.163617730140686
949,1.285984754562378,18,
949,,18,1.1310322284698486
999,1.4534542560577393,19,
999,,19,1.124049186706543
1049,1.4759995937347412,20,
1049,,20,1.1473362445831299
1099,2.7638914585113525,21,
1099,,21,1.0594395399093628
1149,0.8487952947616577,22,
1149,,22,1.0695804357528687
1199,1.1246962547302246,23,
1199,,23,1.093936800956726
1249,0.9729912877082825,24,
1249,,24,0.9776314496994019
1299,1.253709316253662,25,
1299,,25,1.1035970449447632
1349,1.3409366607666016,26,
1349,,26,1.0029677152633667
1399,2.3260035514831543,27,
1399,,27,1.027094841003418
1449,2.149386405944824,28,
1449,,28,1.0921602249145508
1499,1.1473119258880615,29,
1499,,29,1.0855484008789062
