step,val_loss,epoch,train_loss
49,0.6709137558937073,0,
49,,0,2.5651612281799316
99,0.03545236960053444,1,
99,,1,1.4911497831344604
149,-0.015644244849681854,2,
149,,2,1.2808899879455566
199,0.011096103116869926,3,
199,,3,1.3381037712097168
249,0.6884377598762512,4,
249,,4,1.211926817893982
299,0.03541579842567444,5,
299,,5,1.3205347061157227
349,-0.0516568087041378,6,
349,,6,1.2245502471923828
399,-0.22210358083248138,7,
399,,7,1.166937232017517
449,0.20032049715518951,8,
449,,8,1.1697945594787598
499,0.34525254368782043,9,
499,,9,1.1423720121383667
549,0.6514860391616821,10,
549,,10,1.0569015741348267
599,-0.08979559689760208,11,
599,,11,1.011735439300537
649,0.14774572849273682,12,
649,,12,1.1818023920059204
699,-0.09487007558345795,13,
699,,13,1.1528515815734863
749,-0.20854860544204712,14,
749,,14,1.1067750453948975
799,0.055057454854249954,15,
799,,15,1.1241518259048462
849,0.3993694484233856,16,
849,,16,1.0860117673873901
899,-0.2623143494129181,17,
899,,17,1.1027722358703613
949,-0.22523905336856842,18,
949,,18,0.9769085049629211
999,0.2584354877471924,19,
999,,19,1.1686004400253296
1049,0.16761502623558044,20,
1049,,20,0.9384539127349854
1099,-0.0895133689045906,21,
1099,,21,0.9932081699371338
1149,-0.2656117081642151,22,
1149,,22,0.9898133277893066
1199,0.028366439044475555,23,
1199,,23,1.0744179487228394
1249,-0.1981412023305893,24,
1249,,24,1.0451021194458008
1299,0.061624009162187576,25,
1299,,25,1.040839672088623
1349,0.3649004399776459,26,
1349,,26,0.9979751706123352
1399,-0.04416564479470253,27,
1399,,27,1.0430339574813843
1449,0.4864062964916229,28,
1449,,28,0.950584888458252
1499,0.1626451313495636,29,
1499,,29,0.9820452928543091
