step,val_loss,epoch,train_loss
49,0.7865287661552429,0,
49,,0,1.1734910011291504
99,0.7525395750999451,1,
99,,1,0.9512842297554016
149,0.5754891037940979,2,
149,,2,0.839713454246521
199,0.6388832330703735,3,
199,,3,0.8145769238471985
249,0.6576222777366638,4,
249,,4,0.8410484194755554
299,0.49434155225753784,5,
299,,5,0.8322415351867676
349,0.5604532361030579,6,
349,,6,0.8073476552963257
399,0.5969249606132507,7,
399,,7,0.778716504573822
449,0.5146793723106384,8,
449,,8,0.8075841665267944
499,0.8168562054634094,9,
499,,9,0.8067542314529419
549,0.8077324628829956,10,
549,,10,0.7606590986251831
599,0.5291104316711426,11,
599,,11,0.8244829773902893
649,0.48798826336860657,12,
649,,12,0.7359153032302856
699,0.8723600506782532,13,
699,,13,0.8743305206298828
749,0.4686799645423889,14,
749,,14,0.7447580099105835
799,0.4768471121788025,15,
799,,15,0.7560160160064697
849,0.7279589772224426,16,
849,,16,0.7678960561752319
899,0.46004730463027954,17,
899,,17,0.7529385089874268
949,0.5727201700210571,18,
949,,18,0.7632213830947876
999,0.6450474262237549,19,
999,,19,0.8332453966140747
1049,0.41141948103904724,20,
1049,,20,0.7581637501716614
1099,0.6173215508460999,21,
1099,,21,0.7325103878974915
1149,0.4620586931705475,22,
1149,,22,0.7497798800468445
1199,0.42974215745925903,23,
1199,,23,0.703805148601532
1249,0.5812017917633057,24,
1249,,24,0.7551713585853577
1299,0.4036608040332794,25,
1299,,25,0.7256213426589966
1349,0.5163437724113464,26,
1349,,26,0.6972228288650513
1399,0.5962411761283875,27,
1399,,27,0.7927983999252319
1449,0.42701345682144165,28,
1449,,28,0.6929982900619507
1499,0.6318008899688721,29,
1499,,29,0.7518795132637024
