step,val_loss,epoch,train_loss
49,1.1046935319900513,0,
49,,0,1.5203546285629272
99,1.031739354133606,1,
99,,1,1.3098737001419067
149,0.9456468224525452,2,
149,,2,1.2392240762710571
199,0.9453629851341248,3,
199,,3,1.197119951248169
249,0.9206773638725281,4,
249,,4,1.1675585508346558
299,0.9488880038261414,5,
299,,5,1.1341561079025269
349,0.9021263122558594,6,
349,,6,1.1108554601669312
399,0.8984457850456238,7,
399,,7,1.1169759035110474
449,0.8726628422737122,8,
449,,8,1.0874924659729004
499,0.8544067740440369,9,
499,,9,1.0754011869430542
549,0.8711806535720825,10,
549,,10,1.079837679862976
599,0.823183000087738,11,
599,,11,1.065487265586853
649,0.8425654172897339,12,
649,,12,1.0523366928100586
699,0.8648304343223572,13,
699,,13,1.0420303344726562
749,0.8257338404655457,14,
749,,14,1.0486981868743896
799,0.8232036828994751,15,
799,,15,1.0611178874969482
849,0.8399389982223511,16,
849,,16,1.0546116828918457
899,0.8172520995140076,17,
899,,17,1.0385953187942505
949,0.8051555752754211,18,
949,,18,1.0219941139221191
999,0.800072968006134,19,
999,,19,1.016287088394165
1049,0.8066409230232239,20,
1049,,20,1.0274983644485474
1099,0.8101397752761841,21,
1099,,21,0.9652884602546692
1149,0.7782949209213257,22,
1149,,22,1.0152933597564697
1199,0.8012169003486633,23,
1199,,23,1.0034875869750977
1249,0.8233774304389954,24,
1249,,24,1.03327214717865
1299,0.801147997379303,25,
1299,,25,0.9846184253692627
1349,0.7825576066970825,26,
1349,,26,0.9780684113502502
1399,0.8013918995857239,27,
1399,,27,1.031846284866333
1449,0.7922600507736206,28,
1449,,28,0.9980837106704712
1499,0.8107820749282837,29,
1499,,29,1.0205609798431396
