step,val_loss,epoch,train_loss
49,1.0094194412231445,0,
49,,0,1.298752784729004
99,0.9179414510726929,1,
99,,1,1.1668750047683716
149,0.8736278414726257,2,
149,,2,1.1061149835586548
199,0.8492645025253296,3,
199,,3,1.0596600770950317
249,0.8334590196609497,4,
249,,4,1.0440176725387573
299,0.8024501204490662,5,
299,,5,0.9906202554702759
349,0.8156128525733948,6,
349,,6,1.0339795351028442
399,0.7942426800727844,7,
399,,7,1.008969783782959
449,0.7778681516647339,8,
449,,8,0.9761101007461548
499,0.8102043271064758,9,
499,,9,0.9891170263290405
549,0.7834795117378235,10,
549,,10,0.9821856617927551
599,0.7466587424278259,11,
599,,11,0.9321699738502502
649,0.7167450785636902,12,
649,,12,0.9351184964179993
699,0.7871612906455994,13,
699,,13,0.9603044986724854
749,0.7171945571899414,14,
749,,14,0.9278807044029236
799,0.7735123038291931,15,
799,,15,0.9206345081329346
849,0.7617476582527161,16,
849,,16,0.9237353801727295
899,0.7611861824989319,17,
899,,17,0.9284781813621521
949,0.7517545819282532,18,
949,,18,0.8954294323921204
999,0.7414213418960571,19,
999,,19,0.8858022093772888
1049,0.7444033026695251,20,
1049,,20,0.8929445147514343
1099,0.7855149507522583,21,
1099,,21,0.9476752281188965
1149,0.7899751663208008,22,
1149,,22,0.8820363879203796
1199,0.7482158541679382,23,
1199,,23,0.8953351378440857
1249,0.7294119596481323,24,
1249,,24,0.9289136528968811
1299,0.7346535921096802,25,
1299,,25,0.8987836241722107
1349,0.7671308517456055,26,
1349,,26,0.910942018032074
1399,0.7351198196411133,27,
1399,,27,0.8891242146492004
1449,0.7352846264839172,28,
1449,,28,0.8701678514480591
1499,0.7172704339027405,29,
1499,,29,0.9145967364311218
