step,val_loss,epoch,train_loss
49,-0.1358397752046585,0,
49,,0,1.1750184297561646
99,-0.11856889724731445,1,
99,,1,1.0180621147155762
149,-0.23485524952411652,2,
149,,2,0.9414708018302917
199,-0.2068376988172531,3,
199,,3,0.9534380435943604
249,-0.2862980365753174,4,
249,,4,0.9316883683204651
299,-0.2594728469848633,5,
299,,5,0.9656747579574585
349,-0.3215654492378235,6,
349,,6,0.9125494956970215
399,-0.391451895236969,7,
399,,7,0.8894699811935425
449,-0.36791402101516724,8,
449,,8,0.9045736789703369
499,-0.3065550923347473,9,
499,,9,0.8226432204246521
549,-0.28385061025619507,10,
549,,10,0.9381316304206848
599,-0.24157439172267914,11,
599,,11,0.8982799053192139
649,-0.4982598125934601,12,
649,,12,0.854339599609375
699,-0.10584259033203125,13,
699,,13,0.8576937317848206
749,-0.3849813640117645,14,
749,,14,0.869961678981781
799,-0.3611638844013214,15,
799,,15,0.8636122345924377
849,-0.373663067817688,16,
849,,16,0.8712894916534424
899,-0.43978434801101685,17,
899,,17,0.8184561133384705
949,-0.37960803508758545,18,
949,,18,0.8478485941886902
999,0.09963598102331161,19,
999,,19,0.9021031260490417
1049,-0.4541447162628174,20,
1049,,20,0.9250875115394592
1099,-0.3292093276977539,21,
1099,,21,0.8660835027694702
1149,-0.40769749879837036,22,
1149,,22,0.84229576587677
1199,-0.38921990990638733,23,
1199,,23,0.8449552655220032
1249,-0.34686264395713806,24,
1249,,24,0.8779962658882141
1299,-0.4650150239467621,25,
1299,,25,0.8800560235977173
1349,-0.40719252824783325,26,
1349,,26,0.7933469414710999
1399,-0.3644309341907501,27,
1399,,27,0.9125004410743713
1449,-0.4744916558265686,28,
1449,,28,0.7932024598121643
1499,-0.3740829527378082,29,
1499,,29,0.836376428604126
