step,val_loss,epoch,train_loss
49,0.8315228223800659,0,
49,,0,1.283324122428894
99,0.7663117051124573,1,
99,,1,1.0737216472625732
149,0.8290349245071411,2,
149,,2,0.9860472083091736
199,0.713842511177063,3,
199,,3,1.090582013130188
249,0.7631973624229431,4,
249,,4,0.9823126792907715
299,0.7993467450141907,5,
299,,5,0.969780445098877
349,0.8800328969955444,6,
349,,6,0.9079088568687439
399,0.758215606212616,7,
399,,7,0.8886037468910217
449,0.7427419424057007,8,
449,,8,0.885987401008606
499,0.884088397026062,9,
499,,9,0.9554157257080078
549,0.7378455996513367,10,
549,,10,0.9557585120201111
599,0.75896817445755,11,
599,,11,1.026998519897461
649,0.7680536508560181,12,
649,,12,0.8279660940170288
699,0.7086247205734253,13,
699,,13,0.9165739417076111
749,0.7395286560058594,14,
749,,14,0.8372418880462646
799,0.7213757038116455,15,
799,,15,0.9322207570075989
849,0.850250244140625,16,
849,,16,0.9191548228263855
899,0.6819565296173096,17,
899,,17,0.7972949743270874
949,0.7401041388511658,18,
949,,18,0.8392265439033508
999,0.6898074150085449,19,
999,,19,1.0175226926803589
1049,0.8502251505851746,20,
1049,,20,0.7557260394096375
1099,0.9106783866882324,21,
1099,,21,0.9007949829101562
1149,0.702153205871582,22,
1149,,22,0.7906697988510132
1199,0.9172200560569763,23,
1199,,23,0.9048439264297485
1249,0.7058284282684326,24,
1249,,24,0.8730027079582214
1299,0.9420698285102844,25,
1299,,25,0.8745035529136658
1349,0.7755727767944336,26,
1349,,26,0.9710379242897034
1399,0.9258818030357361,27,
1399,,27,0.896763026714325
1449,0.9754105806350708,28,
1449,,28,0.7978792786598206
1499,0.8994547128677368,29,
1499,,29,0.8914557695388794
