step,val_loss,epoch,train_loss
49,-0.13955707848072052,0,
49,,0,1.7313742637634277
99,0.1345561295747757,1,
99,,1,1.2335187196731567
149,-0.1288827806711197,2,
149,,2,1.1287245750427246
199,0.31884270906448364,3,
199,,3,1.0814696550369263
249,-0.11776541918516159,4,
249,,4,1.1444453001022339
299,0.027285590767860413,5,
299,,5,1.3149962425231934
349,-0.18041902780532837,6,
349,,6,1.0708250999450684
399,-0.2982041835784912,7,
399,,7,1.1466777324676514
449,-0.3816363215446472,8,
449,,8,0.9850499629974365
499,-0.38379281759262085,9,
499,,9,1.1077890396118164
549,0.10663293302059174,10,
549,,10,1.0770213603973389
599,0.23988142609596252,11,
599,,11,1.042277455329895
649,-0.3907594382762909,12,
649,,12,0.9606600403785706
699,-0.3889184892177582,13,
699,,13,1.0049636363983154
749,-0.03476127237081528,14,
749,,14,1.0313189029693604
799,0.012095541693270206,15,
799,,15,0.945274293422699
849,-0.30419793725013733,16,
849,,16,1.0025815963745117
899,0.03940114006400108,17,
899,,17,0.9487898945808411
949,-0.3412349224090576,18,
949,,18,1.0496892929077148
999,0.034722063690423965,19,
999,,19,0.9994210004806519
1049,-0.30707329511642456,20,
1049,,20,0.9092174768447876
1099,0.03473695367574692,21,
1099,,21,1.1300698518753052
1149,-0.19924263656139374,22,
1149,,22,0.9484174251556396
1199,-0.1526726633310318,23,
1199,,23,1.1164530515670776
1249,0.8366445302963257,24,
1249,,24,0.9875262975692749
1299,-0.3425091505050659,25,
1299,,25,0.9604548811912537
1349,-0.2218950241804123,26,
1349,,26,0.9148567914962769
1399,-0.3141387104988098,27,
1399,,27,0.9950845837593079
1449,-0.3556686341762543,28,
1449,,28,0.8637532591819763
1499,-0.3300471603870392,29,
1499,,29,0.9670559167861938
