step,val_loss,epoch,train_loss
49,1.091574788093567,0,
49,,0,1.4161709547042847
99,0.8615419268608093,1,
99,,1,1.0620779991149902
149,1.4237664937973022,2,
149,,2,1.123524785041809
199,1.054490566253662,3,
199,,3,0.9774712324142456
249,1.0024460554122925,4,
249,,4,1.039077639579773
299,1.384774923324585,5,
299,,5,0.9530497193336487
349,0.9681142568588257,6,
349,,6,0.9269415140151978
399,0.8369062542915344,7,
399,,7,1.007912516593933
449,1.1033872365951538,8,
449,,8,0.9622774720191956
499,0.7106519937515259,9,
499,,9,0.9185368418693542
549,1.7893249988555908,10,
549,,10,0.9535092115402222
599,0.7871421575546265,11,
599,,11,0.9643758535385132
649,0.8526226282119751,12,
649,,12,0.9874066114425659
699,1.0327163934707642,13,
699,,13,0.8919504284858704
749,0.7921115159988403,14,
749,,14,0.9491119980812073
799,0.9604915380477905,15,
799,,15,0.9431270360946655
849,0.826381504535675,16,
849,,16,0.954017698764801
899,0.9990447163581848,17,
899,,17,0.8765762448310852
949,0.8163366913795471,18,
949,,18,0.8938182592391968
999,1.2289997339248657,19,
999,,19,0.8517208099365234
1049,0.8199771046638489,20,
1049,,20,0.8760596513748169
1099,1.2265421152114868,21,
1099,,21,0.9311835765838623
1149,1.005155086517334,22,
1149,,22,0.9720785617828369
1199,0.9513157606124878,23,
1199,,23,0.9693871140480042
1249,0.6510389447212219,24,
1249,,24,0.7863667011260986
1299,1.077070951461792,25,
1299,,25,0.8133498430252075
1349,0.7568714618682861,26,
1349,,26,0.7805523872375488
1399,0.7995375394821167,27,
1399,,27,0.8711735606193542
1449,1.021898627281189,28,
1449,,28,0.8054822683334351
1499,0.6688961386680603,29,
1499,,29,0.8657783269882202
