step,val_loss,epoch,train_loss
49,0.8345159292221069,0,
49,,0,1.3673138618469238
99,0.8321167230606079,1,
99,,1,1.100164771080017
149,0.7981311082839966,2,
149,,2,1.0422954559326172
199,0.8833341598510742,3,
199,,3,1.0382204055786133
249,0.7425422072410583,4,
249,,4,1.038695216178894
299,0.7497560381889343,5,
299,,5,0.9776875972747803
349,0.7272581458091736,6,
349,,6,0.9989072680473328
399,0.8275936841964722,7,
399,,7,1.0051089525222778
449,0.876730740070343,8,
449,,8,0.9789718389511108
499,0.7620190382003784,9,
499,,9,1.0406546592712402
549,0.7670327425003052,10,
549,,10,0.8908946514129639
599,0.7873967885971069,11,
599,,11,0.8917372822761536
649,0.8742092847824097,12,
649,,12,1.0427318811416626
699,0.7240326404571533,13,
699,,13,0.9526206254959106
749,0.7338957190513611,14,
749,,14,0.9153058528900146
799,0.6952844858169556,15,
799,,15,0.9249123930931091
849,1.0123229026794434,16,
849,,16,0.8860888481140137
899,0.8229131102561951,17,
899,,17,0.8490660786628723
949,1.0553698539733887,18,
949,,18,0.9613687992095947
999,0.8375903964042664,19,
999,,19,0.9682526588439941
1049,0.8746622204780579,20,
1049,,20,0.8105661869049072
1099,0.76885586977005,21,
1099,,21,0.834546685218811
1149,0.9812965393066406,22,
1149,,22,0.9211640357971191
1199,1.0452980995178223,23,
1199,,23,0.9085977673530579
1249,0.8156249523162842,24,
1249,,24,0.9060322046279907
1299,1.0125694274902344,25,
1299,,25,0.8870910406112671
1349,1.0186926126480103,26,
1349,,26,0.9299253225326538
1399,0.8831493258476257,27,
1399,,27,0.8069459795951843
1449,1.7800296545028687,28,
1449,,28,0.8258454203605652
1499,0.8161689043045044,29,
1499,,29,0.887911856174469
