step,val_loss,epoch,train_loss
49,-0.08031731843948364,0,
49,,0,1.2124861478805542
99,-0.12468770146369934,1,
99,,1,1.0043679475784302
149,-0.14497289061546326,2,
149,,2,0.9967373013496399
199,-0.2555335760116577,3,
199,,3,0.9472287893295288
249,-0.2396920919418335,4,
249,,4,0.9145767092704773
299,-0.1961299180984497,5,
299,,5,0.9334278702735901
349,-0.3233353793621063,6,
349,,6,0.9784753322601318
399,-0.35734397172927856,7,
399,,7,0.8793876767158508
449,-0.06449954956769943,8,
449,,8,0.9385625720024109
499,-0.3584959805011749,9,
499,,9,0.8892863392829895
549,-0.38234278559684753,10,
549,,10,0.885352373123169
599,-0.33841365575790405,11,
599,,11,0.8698223233222961
649,-0.3942916691303253,12,
649,,12,0.8520529270172119
699,-0.4179738759994507,13,
699,,13,0.8774688839912415
749,-0.31159812211990356,14,
749,,14,1.0009987354278564
799,-0.44292622804641724,15,
799,,15,0.87068772315979
849,-0.4426659345626831,16,
849,,16,0.8910227417945862
899,-0.40207046270370483,17,
899,,17,0.882883608341217
949,-0.2848128378391266,18,
949,,18,1.0109063386917114
999,-0.45732057094573975,19,
999,,19,0.8640692234039307
1049,-0.46512940526008606,20,
1049,,20,0.8021649718284607
1099,-0.45422235131263733,21,
1099,,21,0.9013199806213379
1149,-0.4552597403526306,22,
1149,,22,0.7980626821517944
1199,-0.3770889341831207,23,
1199,,23,0.9188076257705688
1249,-0.4751872420310974,24,
1249,,24,0.7964842319488525
1299,-0.3902362287044525,25,
1299,,25,0.8019552826881409
1349,-0.4369688332080841,26,
1349,,26,0.893074631690979
1399,-0.10369779169559479,27,
1399,,27,0.8488462567329407
1449,-0.3925114870071411,28,
1449,,28,0.9068127274513245
1499,-0.35609883069992065,29,
1499,,29,0.8390616774559021
