step,val_loss,epoch,train_loss
49,1.3462607860565186,0,
49,,0,1.423590898513794
99,1.1432162523269653,1,
99,,1,1.0585756301879883
149,0.9731102585792542,2,
149,,2,1.0502034425735474
199,1.1577579975128174,3,
199,,3,0.9902621507644653
249,1.0497689247131348,4,
249,,4,1.0274637937545776
299,0.8441018462181091,5,
299,,5,0.9237409234046936
349,0.8462189435958862,6,
349,,6,0.9628243446350098
399,1.16500985622406,7,
399,,7,1.009231686592102
449,0.9357203245162964,8,
449,,8,0.9526694416999817
499,1.4361038208007812,9,
499,,9,1.097784161567688
549,0.7717358469963074,10,
549,,10,0.969329297542572
599,0.7250188589096069,11,
599,,11,0.9240458011627197
649,1.0590471029281616,12,
649,,12,1.0581276416778564
699,0.7712604999542236,13,
699,,13,0.9407931566238403
749,0.9253724813461304,14,
749,,14,0.9300284385681152
799,0.7664149403572083,15,
799,,15,1.012694001197815
849,0.7539377808570862,16,
849,,16,0.9399411678314209
899,1.1819106340408325,17,
899,,17,0.8723769187927246
949,1.1349514722824097,18,
949,,18,0.9148061871528625
999,0.9090489745140076,19,
999,,19,0.9548802375793457
1049,0.6658294796943665,20,
1049,,20,0.8716380596160889
1099,0.6656534075737,21,
1099,,21,0.8465075492858887
1149,1.287513017654419,22,
1149,,22,0.9877817630767822
1199,0.9251741170883179,23,
1199,,23,0.9142459630966187
1249,0.6228495240211487,24,
1249,,24,0.8233755230903625
1299,0.9214346408843994,25,
1299,,25,0.880990743637085
1349,0.9986006617546082,26,
1349,,26,0.9396905303001404
1399,0.8070319294929504,27,
1399,,27,0.862821102142334
1449,0.7912557721138,28,
1449,,28,0.9661557078361511
1499,1.0425760746002197,29,
1499,,29,0.8637584447860718
